number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
1	pNRT21_LUC_1mM_N1_luc.tif:0175-0052	1939	320.291	621044	290	621044	242.716	seedling65	pNRT2.1:LUC	1mM	plate9
2	pNRT21_LUC_1mM_N1_luc.tif:0178-0097	1989	319.767	636016	294	636016	247.877	seedling66	pNRT2.1:LUC	1mM	plate9
3	pNRT21_LUC_1mM_N1_luc.tif:0186-0157	2202	342.035	753160	313	753160	274.16	seedling67	pNRT2.1:LUC	1mM	plate9
4	pNRT21_LUC_1mM_N1_luc.tif:0215-0229	2681	368.489	987919	331	987919	335.531	seedling68	pNRT2.1:LUC	1mM	plate9
5	pNRT21_LUC_1mM_N1_luc.tif:0209-0297	2610	351.974	918651	320	918651	326.107	seedling69	pNRT2.1:LUC	1mM	plate9
6	pNRT21_LUC_1mM_N1_luc.tif:0207-0348	2523	356.788	900175	328	900175	314.951	seedling70	pNRT2.1:LUC	1mM	plate9
7	pNRT21_LUC_1mM_N1_luc.tif:0375-0129	1662	274.567	456330	274	456330	206.397	background	pNRT2.1:LUC	1mM	plate9
8	pNRT21_LUC_1mM_N1_luc.tif:0378-0188	1890	275.441	520583	275	520583	235.22	background	pNRT2.1:LUC	1mM	plate9
9	pNRT21_LUC_1mM_N1_luc.tif:0389-0051	1845	272.906	503511	273	503511	229.94	background	pNRT2.1:LUC	1mM	plate9
1	pNRT21_LUC_1mM_N2_luc.tif:0213-0049	2510	343.074	861116	311	861116	314.016	seedling73	pNRT2.1:LUC	1mM	plate10
2	pNRT21_LUC_1mM_N2_luc.tif:0197-0119	2365	332.169	785580	302	785580	294.48	seedling74	pNRT2.1:LUC	1mM	plate10
3	pNRT21_LUC_1mM_N2_luc.tif:0190-0182	2500	361.811	904527	322	904527	311.042	seedling75	pNRT2.1:LUC	1mM	plate10
4	pNRT21_LUC_1mM_N2_luc.tif:0207-0238	2555	368.405	941276	339	941276	319.306	seedling76	pNRT2.1:LUC	1mM	plate10
5	pNRT21_LUC_1mM_N2_luc.tif:0202-0305	2541	385.395	979288	344	979288	316.732	seedling77	pNRT2.1:LUC	1mM	plate10
6	pNRT21_LUC_1mM_N2_luc.tif:0171-0348	2093	342.492	716836	317	716836	260.865	seedling78	pNRT2.1:LUC	1mM	plate10
7	pNRT21_LUC_1mM_N2_luc.tif:0192-0401	2574	357.829	921051	322	921051	322.539	seedling79	pNRT2.1:LUC	1mM	plate10
8	pNRT21_LUC_1mM_N2_luc.tif:0214-0439	2727	363.715	991851	329	991851	340.573	seedling80	pNRT2.1:LUC	1mM	plate10
9	pNRT21_LUC_1mM_N2_luc.tif:0365-0265	1600	277.365	443784	277	443784	198.763	background	pNRT2.1:LUC	1mM	plate10
10	pNRT21_LUC_1mM_N2_luc.tif:0391-0097	1742	275.431	479801	275	479801	216.393	background	pNRT2.1:LUC	1mM	plate10
11	pNRT21_LUC_1mM_N2_luc.tif:0387-0368	1518	277.161	420730	277	420730	188.961	background	pNRT2.1:LUC	1mM	plate10
1	pNRT21_LUC_1mM_N3_luc.tif:0203-0077	2545	334.219	850588	303	850588	317.47	seedling81	pNRT2.1:LUC	1mM	plate11
2	pNRT21_LUC_1mM_N3_luc.tif:0203-0111	2692	344.697	927924	309	927924	335.391	seedling82	pNRT2.1:LUC	1mM	plate11
3	pNRT21_LUC_1mM_N3_luc.tif:0185-0161	2348	346.885	814486	315	814486	292.943	seedling83	pNRT2.1:LUC	1mM	plate11
4	pNRT21_LUC_1mM_N3_luc.tif:0193-0223	2463	338.423	833535	309	833535	307.27	seedling84	pNRT2.1:LUC	1mM	plate11
5	pNRT21_LUC_1mM_N3_luc.tif:0168-0282	1974	315.16	622126	299	622126	245.895	seedling85	pNRT2.1:LUC	1mM	plate11
6	pNRT21_LUC_1mM_N3_luc.tif:0174-0331	2051	321.783	659976	300	659976	256.109	seedling86	pNRT2.1:LUC	1mM	plate11
7	pNRT21_LUC_1mM_N3_luc.tif:0207-0377	2649	356.074	943240	322	943240	331.265	seedling87	pNRT2.1:LUC	1mM	plate11
8	pNRT21_LUC_1mM_N3_luc.tif:0204-0444	2503	346.873	868222	315	868222	312.647	seedling88	pNRT2.1:LUC	1mM	plate11
9	pNRT21_LUC_1mM_N3_luc.tif:0367-0179	1688	276.088	466036	276	466036	209.747	background	pNRT2.1:LUC	1mM	plate11
10	pNRT21_LUC_1mM_N3_luc.tif:0376-0293	1800	276.201	497162	276	497162	224.199	background	pNRT2.1:LUC	1mM	plate11
11	pNRT21_LUC_1mM_N3_luc.tif:0329-0051	1918	274.212	525939	274	525939	238.766	background	pNRT2.1:LUC	1mM	plate11
1	pNRT21_LUC_1mM_N4_luc.tif:0199-0077	2331	365.845	852785	320	852785	290.787	seedling89	pNRT2.1:LUC	1mM	plate12
2	pNRT21_LUC_1mM_N4_luc.tif:0194-0142	2289	332.621	761369	308	761369	285.107	seedling90	pNRT2.1:LUC	1mM	plate12
