number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
1	pNRT21_1mM_N1_luc.tif:0146-0040	1114	327.871	365248	299	365248	138.4	seedling65	pNRT2.1:LUC	1mM	plate9
2	pNRT21_1mM_N1_luc.tif:0167-0150	1289	377.153	486150	330	486150	160.828	seedling66	pNRT2.1:LUC	1mM	plate9
3	pNRT21_1mM_N1_luc.tif:0146-0210	1151	374.955	431573	328	431573	143.152	seedling67	pNRT2.1:LUC	1mM	plate9
4	pNRT21_1mM_N1_luc.tif:0152-0262	1333	375.992	501198	322	501198	165.59	seedling68	pNRT2.1:LUC	1mM	plate9
5	pNRT21_1mM_N1_luc.tif:0138-0322	1092	392.778	428914	346	428914	135.989	seedling69	pNRT2.1:LUC	1mM	plate9
6	pNRT21_1mM_N1_luc.tif:0137-0381	1078	391.625	422172	339	422172	134.434	seedling70	pNRT2.1:LUC	1mM	plate9
7	pNRT21_1mM_N1_luc.tif:0159-0295	1317	290.635	382766	291	382766	163.916	background	pNRT2.1:LUC	1mM	plate9
8	pNRT21_1mM_N1_luc.tif:0187-0354	1365	290.601	396670	290	396670	169.462	background	pNRT2.1:LUC	1mM	plate9
9	pNRT21_1mM_N1_luc.tif:0171-0185	1312	290.357	380948	290	380948	162.921	background	pNRT2.1:LUC	1mM	plate9
1	pNRT21_1mM_N2_luc.tif:0156-0045	1341	347.322	465759	303	465759	166.841	seedling71	pNRT2.1:LUC	1mM	plate10
2	pNRT21_1mM_N2_luc.tif:0139-0097	1101	370.178	407566	317	407566	139.814	seedling72	pNRT2.1:LUC	1mM	plate10
3	pNRT21_1mM_N2_luc.tif:0124-0218	953	341.811	325746	307	325746	118.46	seedling73	pNRT2.1:LUC	1mM	plate10
4	pNRT21_1mM_N2_luc.tif:0148-0265	1441	391.588	564278	336	564278	179.153	seedling74	pNRT2.1:LUC	1mM	plate10
5	pNRT21_1mM_N2_luc.tif:0139-0325	1177	369.163	434505	318	434505	146.321	seedling75	pNRT2.1:LUC	1mM	plate10
6	pNRT21_1mM_N2_luc.tif:0129-0379	1003	353.704	354765	304	354765	125.013	seedling76	pNRT2.1:LUC	1mM	plate10
7	pNRT21_1mM_N2_luc.tif:0133-0437	1115	325.635	363083	295	363083	138.576	seedling77	pNRT2.1:LUC	1mM	plate10
8	pNRT21_1mM_N2_luc.tif:0139-0407	1106	290.224	320988	290	320988	137.311	background	pNRT2.1:LUC	1mM	plate10
9	pNRT21_1mM_N2_luc.tif:0142-0352	1150	290.262	333801	290	333801	142.76	background	pNRT2.1:LUC	1mM	plate10
10	pNRT21_1mM_N2_luc.tif:0145-0296	1147	290.45	333146	290	333146	142.526	background	pNRT2.1:LUC	1mM	plate10
1	pNRT21_1mM_N3_luc.tif:0155-0046	794	405.474	321946	320	321946	98.239	seedling78	pNRT2.1:LUC	1mM	plate11
2	pNRT21_1mM_N3_luc.tif:0148-0152	973	349.997	340547	319	340547	120.763	seedling79	pNRT2.1:LUC	1mM	plate11
3	pNRT21_1mM_N3_luc.tif:0140-0210	862	385.637	332419	348	332419	107.161	seedling80	pNRT2.1:LUC	1mM	plate11
4	pNRT21_1mM_N3_luc.tif:0157-0269	1185	373.469	442561	329	442561	147.521	seedling81	pNRT2.1:LUC	1mM	plate11
5	pNRT21_1mM_N3_luc.tif:0168-0327	1398	388.83	543584	342	543584	174.723	seedling82	pNRT2.1:LUC	1mM	plate11
6	pNRT21_1mM_N3_luc.tif:0159-0431	1269	389.423	494178	326	494178	157.865	seedling83	pNRT2.1:LUC	1mM	plate11
7	pNRT21_1mM_N3_luc.tif:0159-0184	1022	289.968	296347	290	296347	126.655	background	pNRT2.1:LUC	1mM	plate11
8	pNRT21_1mM_N3_luc.tif:0161-0242	1122	290.397	325825	290	325825	139.322	background	pNRT2.1:LUC	1mM	plate11
9	pNRT21_1mM_N3_luc.tif:0164-0297	1150	290.403	333963	290	333963	142.746	background	pNRT2.1:LUC	1mM	plate11
1	pNRT21_1mM_N4_luc.tif:0137-0165	1172	395.764	463835	330	463835	145.333	seedling84	pNRT2.1:LUC	1mM	plate12
2	pNRT21_1mM_N4_luc.tif:0135-0223	1120	387.273	433746	350	433746	138.88	seedling85	pNRT2.1:LUC	1mM	plate12
3	pNRT21_1mM_N4_luc.tif:0143-0276	1232	383.416	472368	337	472368	152.982	seedling86	pNRT2.1:LUC	1mM	plate12
4	pNRT21_1mM_N4_luc.tif:0154-0341	1517	394.252	598080	346	598080	189.449	seedling87	pNRT2.1:LUC	1mM	plate12
5	pNRT21_1mM_N4_luc.tif:0131-0391	989	369.63	365564	324	365564	123.284	seedling88	pNRT2.1:LUC	1mM	plate12
6	pNRT21_1mM_N4_luc.tif:0154-0441	1386	386.934	536290	328	536290	172.727	seedling89	pNRT2.1:LUC	1mM	plate12
7	pNRT21_1mM_N4_luc.tif:0148-0249	1246	290.186	361572	290	361572	154.284	background	pNRT2.1:LUC	1mM	plate12
8	pNRT21_1mM_N4_luc.tif:0151-0313	1218	290.833	354234	291	354234	151.352	background	pNRT2.1:LUC	1mM	plate12
9	pNRT21_1mM_N4_luc.tif:0148-0415	1044	290.838	303635	291	303635	129.578	background	pNRT2.1:LUC	1mM	plate12
1	pNRT21_10mM_N1_luc.tif:0169-0041	1500	316.446	474669	295	474669	185.959	seedling90	pNRT2.1:LUC	10mM	plate13
2	pNRT21_10mM_N1_luc.tif:0149-0108	1421	302.74	430194	292	430194	177.174	seedling91	pNRT2.1:LUC	10mM	plate13
3	pNRT21_10mM_N1_luc.tif:0159-0140	1603	309.119	495518	296	495518	199.729	seedling92	pNRT2.1:LUC	10mM	plate13
4	pNRT21_10mM_N1_luc.tif:0161-0205	1624	322.855	524316	301	524316	203.109	seedling93	pNRT2.1:LUC	10mM	plate13
5	pNRT21_10mM_N1_luc.tif:0171-0264	1740	326.825	568675	304	568675	216.345	seedling94	pNRT2.1:LUC	10mM	plate13
6	pNRT21_10mM_N1_luc.tif:0170-0324	1677	319.188	535279	300	535279	209.361	seedling95	pNRT2.1:LUC	10mM	plate13
7	pNRT21_10mM_N1_luc.tif:0169-0438	1493	308.196	460136	295	460136	185.65	seedling96	pNRT2.1:LUC	10mM	plate13
8	pNRT21_10mM_N1_luc.tif:0171-0357	1614	289.342	466998	289	466998	200.89	background	pNRT2.1:LUC	10mM	plate13
9	pNRT21_10mM_N1_luc.tif:0175-0295	1654	289.556	478925	289	478925	206.392	background	pNRT2.1:LUC	10mM	plate13
10	pNRT21_10mM_N1_luc.tif:0174-0238	1606	289.407	464787	289	464787	199.889	background	pNRT2.1:LUC	10mM	plate13
1	pNRT21_10mM_N2_luc.tif:0189-0037	1692	323.297	547019	300	547019	211.144	seedling97	pNRT2.1:LUC	10mM	plate14
2	pNRT21_10mM_N2_luc.tif:0178-0099	1693	331.792	561724	303	561724	211.276	seedling98	pNRT2.1:LUC	10mM	plate14
3	pNRT21_10mM_N2_luc.tif:0173-0144	1617	326.586	528089	304	528089	202.154	seedling99	pNRT2.1:LUC	10mM	plate14
4	pNRT21_10mM_N2_luc.tif:0196-0214	1867	333.412	622480	303	622480	232.627	seedling100	pNRT2.1:LUC	10mM	plate14
5	pNRT21_10mM_N2_luc.tif:0174-0275	1729	340.916	589443	313	589443	215.556	seedling101	pNRT2.1:LUC	10mM	plate14
6	pNRT21_10mM_N2_luc.tif:0182-0316	1971	334.889	660067	305	660067	245.073	seedling102	pNRT2.1:LUC	10mM	plate14
7	pNRT21_10mM_N2_luc.tif:0167-0379	1785	327.386	584384	305	584384	222.589	seedling103	pNRT2.1:LUC	10mM	plate14
8	pNRT21_10mM_N2_luc.tif:0170-0437	1643	332.047	545553	304	545553	205.163	seedling104	pNRT2.1:LUC	10mM	plate14
9	pNRT21_10mM_N2_luc.tif:0176-0406	1726	289.818	500226	290	500226	214.69	background	pNRT2.1:LUC	10mM	plate14
10	pNRT21_10mM_N2_luc.tif:0196-0352	1683	289.9	487902	290	487902	209.305	background	pNRT2.1:LUC	10mM	plate14
11	pNRT21_10mM_N2_luc.tif:0192-0186	1764	289.239	510217	289	510217	219.438	background	pNRT2.1:LUC	10mM	plate14
1	pNRT21_10mM_N3_luc.tif:0214-0039	1870	320.213	598798	297	598798	233.139	seedling105	pNRT2.1:LUC	10mM	plate15
2	pNRT21_10mM_N3_luc.tif:0174-0092	1492	313.286	467423	297	467423	185.305	seedling106	pNRT2.1:LUC	10mM	plate15
3	pNRT21_10mM_N3_luc.tif:0174-0151	1457	307.196	447584	295	447584	181.595	seedling107	pNRT2.1:LUC	10mM	plate15
4	pNRT21_10mM_N3_luc.tif:0194-0218	1674	340.625	570206	309	570206	208.332	seedling108	pNRT2.1:LUC	10mM	plate15
5	pNRT21_10mM_N3_luc.tif:0190-0268	1745	320.293	558911	300	558911	218.588	seedling109	pNRT2.1:LUC	10mM	plate15
6	pNRT21_10mM_N3_luc.tif:0178-0330	1701	322.911	549272	303	549272	212.555	seedling110	pNRT2.1:LUC	10mM	plate15
7	pNRT21_10mM_N3_luc.tif:0177-0391	1730	334.913	579399	304	579399	215.802	seedling111	pNRT2.1:LUC	10mM	plate15
8	pNRT21_10mM_N3_luc.tif:0175-0428	1549	322.648	499782	301	499782	192.757	seedling112	pNRT2.1:LUC	10mM	plate15
9	pNRT21_10mM_N3_luc.tif:0179-0362	1666	290.042	483210	290	483210	206.765	background	pNRT2.1:LUC	10mM	plate15
10	pNRT21_10mM_N3_luc.tif:0186-0302	1577	290.004	457337	290	457337	195.387	background	pNRT2.1:LUC	10mM	plate15
11	pNRT21_10mM_N3_luc.tif:0193-0189	1616	289.544	467903	290	467903	200.728	background	pNRT2.1:LUC	10mM	plate15
1	pNRT21_10mM_N4_luc.tif:0156-0116	1458	317.623	463094	300	463094	181.839	seedling113	pNRT2.1:LUC	10mM	plate16
2	pNRT21_10mM_N4_luc.tif:0164-0161	1661	320.59	532500	302	532500	206.597	seedling114	pNRT2.1:LUC	10mM	plate16
3	pNRT21_10mM_N4_luc.tif:0164-0224	1630	335.072	546168	311	546168	202.929	seedling115	pNRT2.1:LUC	10mM	plate16
4	pNRT21_10mM_N4_luc.tif:0168-0281	1666	307.897	512957	298	512957	206.824	seedling116	pNRT2.1:LUC	10mM	plate16
5	pNRT21_10mM_N4_luc.tif:0180-0334	1796	332.758	597634	309	597634	223.479	seedling117	pNRT2.1:LUC	10mM	plate16
6	pNRT21_10mM_N4_luc.tif:0174-0390	1841	332.772	612633	306	612633	229.238	seedling118	pNRT2.1:LUC	10mM	plate16
7	pNRT21_10mM_N4_luc.tif:0173-0439	1776	315.907	561051	297	561051	221.639	seedling119	pNRT2.1:LUC	10mM	plate16
8	pNRT21_10mM_N4_luc.tif:0189-0417	1805	290.328	524042	290	524042	224.918	background	pNRT2.1:LUC	10mM	plate16
9	pNRT21_10mM_N4_luc.tif:0186-0307	1802	290.114	522785	290	522785	223.835	background	pNRT2.1:LUC	10mM	plate16
