number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
1	20230724_AV_30_starvation_1mM_N1_luc.tif:0229-0072	810	318.468	257959	304	257959	100.487	seedling1	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T0
2	20230724_AV_30_starvation_1mM_N1_luc.tif:0241-0172	1057	359.816	380326	339	380326	131.105	seedling2	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T0
3	20230724_AV_30_starvation_1mM_N1_luc.tif:0223-0273	960	357.525	343224	327	343224	119.687	seedling3	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T0
4	20230724_AV_30_starvation_1mM_N1_luc.tif:0373-0123	975	359.992	350992	323	350992	120.967	seedling4	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T0
5	20230724_AV_30_starvation_1mM_N1_luc.tif:0366-0235	1057	443.908	469211	387	469211	131.534	seedling5	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T0
6	20230724_AV_30_starvation_1mM_N1_luc.tif:0367-0285	1122	357.117	400685	329	400685	139.039	seedling6	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T0
7	20230724_AV_30_starvation_1mM_N1_luc.tif:0361-0311	983	375.433	369051	340	369051	122.102	seedling7	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T0
8	20230724_AV_30_starvation_1mM_N1_luc.tif:0344-0445	815	312.707	254856	299	254856	100.982	seedling8	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T0
9	20230724_AV_30_starvation_1mM_N1_luc.tif:0402-0405	888	286.053	254015	286	254015	110.409	background	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T0
10	20230724_AV_30_starvation_1mM_N1_luc.tif:0400-0351	932	286.461	266982	287	266982	115.493	background	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T0
11	20230724_AV_30_starvation_1mM_N1_luc.tif:0418-0182	848	286.476	242932	286	242932	104.39	background	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T0
1	20230724_AV_30_starvation_1mM_N2_luc.tif:0123-0125	993	331.959	329635	309	329635	123.287	seedling9	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T0
2	20230724_AV_30_starvation_1mM_N2_luc.tif:0111-0216	891	349.212	311148	325	311148	110.816	seedling10	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T0
3	20230724_AV_30_starvation_1mM_N2_luc.tif:0119-0252	1094	456.588	499507	392	499507	136.243	seedling11	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T0
4	20230724_AV_30_starvation_1mM_N2_luc.tif:0111-0316	949	369.249	350417	331	350417	117.422	seedling12	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T0
5	20230724_AV_30_starvation_1mM_N2_luc.tif:0218-0154	770	313.4	241318	304	241318	95.43	seedling13	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T0
6	20230724_AV_30_starvation_1mM_N2_luc.tif:0240-0194	1045	384.894	402214	355	402214	129.705	seedling14	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T0
7	20230724_AV_30_starvation_1mM_N2_luc.tif:0245-0256	1003	500.679	502181	424	502181	124.31	seedling15	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T0
