number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
2	20220214pNRT21_N9_1mMluc.tif:0158-0112	1511	349.119	527519	324	527519	187.777	seedling66	pNRT2.1:LUC	1mM	plate9
3	20220214pNRT21_N9_1mMluc.tif:0178-0166	1946	373.206	726259	344	726259	242.965	seedling67	pNRT2.1:LUC	1mM	plate9
4	20220214pNRT21_N9_1mMluc.tif:0177-0226	1904	373.504	711151	344	711151	236.916	seedling68	pNRT2.1:LUC	1mM	plate9
5	20220214pNRT21_N9_1mMluc.tif:0176-0285	1866	392.068	731598	358	731598	233.217	seedling69	pNRT2.1:LUC	1mM	plate9
6	20220214pNRT21_N9_1mMluc.tif:0184-0353	1952	403.799	788216	357	788216	243.588	seedling70	pNRT2.1:LUC	1mM	plate9
7	20220214pNRT21_N9_1mMluc.tif:0174-0391	1715	369.513	633714	338	633714	214.15	seedling71	pNRT2.1:LUC	1mM	plate9
8	20220214pNRT21_N9_1mMluc.tif:0176-0442	1682	355.284	597587	319	597587	209.943	seedling72	pNRT2.1:LUC	1mM	plate9
9	20220214pNRT21_N9_1mMluc.tif:0393-0419	1372	281.269	385901	281	385901	175.053	background	pNRT2.1:LUC	1mM	plate9
10	20220214pNRT21_N9_1mMluc.tif:0407-0329	1522	281.043	427747	281	427747	189.639	background	pNRT2.1:LUC	1mM	plate9
11	20220214pNRT21_N9_1mMluc.tif:0417-0245	1544	280.951	433788	281	433788	191.95	background	pNRT2.1:LUC	1mM	plate9
1	20220214pNRT21_N10_1mMluc.tif:0152-0053	1507	358.753	540641	336	540641	188.303	seedling73	pNRT2.1:LUC	1mM	plate10
3	20220214pNRT21_N10_1mMluc.tif:0157-0217	1731	346.299	599444	321	599444	215.96	seedling76	pNRT2.1:LUC	1mM	plate10
4	20220214pNRT21_N10_1mMluc.tif:0177-0263	1999	405.019	809633	373	809633	249.338	seedling77	pNRT2.1:LUC	1mM	plate10
5	20220214pNRT21_N10_1mMluc.tif:0178-0330	1904	371.161	706690	339	706690	237.249	seedling78	pNRT2.1:LUC	1mM	plate10
6	20220214pNRT21_N10_1mMluc.tif:0167-0443	1740	365.356	635720	325	635720	217.07	seedling80	pNRT2.1:LUC	1mM	plate10
7	20220214pNRT21_N10_1mMluc.tif:0390-0392	1475	280.712	414050	281	414050	183.679	background	pNRT2.1:LUC	1mM	plate10
8	20220214pNRT21_N10_1mMluc.tif:0386-0301	1527	280.698	428626	281	428626	189.763	background	pNRT2.1:LUC	1mM	plate10
9	20220214pNRT21_N10_1mMluc.tif:0396-0231	1508	280.328	422734	280	422734	187.599	background	pNRT2.1:LUC	1mM	plate10
1	20220214pNRT21_N11_1mMluc.tif:0156-0103	1689	384.179	648879	351	648879	210.668	seedling82	pNRT2.1:LUC	1mM	plate11
2	20220214pNRT21_N11_1mMluc.tif:0151-0163	1650	350.481	578294	327	578294	205.291	seedling83	pNRT2.1:LUC	1mM	plate11
3	20220214pNRT21_N11_1mMluc.tif:0154-0232	1767	374.645	661998	350	661998	220.286	seedling84	pNRT2.1:LUC	1mM	plate11
4	20220214pNRT21_N11_1mMluc.tif:0166-0274	1944	391.684	761434	350	761434	242.898	seedling85	pNRT2.1:LUC	1mM	plate11
