number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
1	20220607_pNRT2.1LUC_1mM_N9_luc.tif:0159-0048	1651	349.035	576257	320	576257	205.682	seedling65	pNRT2.1:LUC	1mM	plate9
2	20220607_pNRT2.1LUC_1mM_N9_luc.tif:0138-0155	1264	332.462	420232	307	420232	157.698	seedling67	pNRT2.1:LUC	1mM	plate9
3	20220607_pNRT2.1LUC_1mM_N9_luc.tif:0153-0211	1481	340.229	503879	307	503879	184.043	seedling68	pNRT2.1:LUC	1mM	plate9
4	20220607_pNRT2.1LUC_1mM_N9_luc.tif:0158-0266	1595	334.222	533084	308	533084	199.963	seedling69	pNRT2.1:LUC	1mM	plate9
5	20220607_pNRT2.1LUC_1mM_N9_luc.tif:0163-0325	1658	390.46	647383	354	647383	206.87	seedling70	pNRT2.1:LUC	1mM	plate9
6	20220607_pNRT2.1LUC_1mM_N9_luc.tif:0180-0375	1704	443.156	755137	390	755137	212.935	seedling71	pNRT2.1:LUC	1mM	plate9
7	20220607_pNRT2.1LUC_1mM_N9_luc.tif:0178-0422	1672	394.206	659112	342	659112	208.287	seedling72	pNRT2.1:LUC	1mM	plate9
8	20220607_pNRT2.1LUC_1mM_N9_luc.tif:0324-0113	1406	281.044	395148	281	395148	174.334	background	pNRT2.1:LUC	1mM	plate9
9	20220607_pNRT2.1LUC_1mM_N9_luc.tif:0397-0316	1344	281.327	378104	281	378104	167.217	background	pNRT2.1:LUC	1mM	plate9
10	20220607_pNRT2.1LUC_1mM_N9_luc.tif:0395-0456	1584	281.402	445741	281	445741	197.077	background	pNRT2.1:LUC	1mM	plate9
1	20220607_pNRT2.1LUC_1mM_N10_luc.tif:0175-0056	1580	358.66	566683	333	566683	196.398	seedling73	pNRT2.1:LUC	1mM	plate10
2	20220607_pNRT2.1LUC_1mM_N10_luc.tif:0173-0106	1582	368.664	583226	341	583226	197.044	seedling74	pNRT2.1:LUC	1mM	plate10
3	20220607_pNRT2.1LUC_1mM_N10_luc.tif:0149-0161	1187	329.996	391705	311	391705	147.193	seedling75	pNRT2.1:LUC	1mM	plate10
4	20220607_pNRT2.1LUC_1mM_N10_luc.tif:0185-0223	1736	416.952	723829	382	723829	215.377	seedling76	pNRT2.1:LUC	1mM	plate10
5	20220607_pNRT2.1LUC_1mM_N10_luc.tif:0158-0274	1404	367.843	516452	337	516452	175.113	seedling77	pNRT2.1:LUC	1mM	plate10
6	20220607_pNRT2.1LUC_1mM_N10_luc.tif:0166-0335	1644	375.129	616712	332	616712	205.589	seedling78	pNRT2.1:LUC	1mM	plate10
7	20220607_pNRT2.1LUC_1mM_N10_luc.tif:0162-0389	1601	413.874	662612	369	662612	199.458	seedling79	pNRT2.1:LUC	1mM	plate10
8	20220607_pNRT2.1LUC_1mM_N10_luc.tif:0167-0414	1787	401.741	717912	351	717912	222.969	seedling80	pNRT2.1:LUC	1mM	plate10
9	20220607_pNRT2.1LUC_1mM_N10_luc.tif:0387-0452	1302	281.144	366050	281	366050	162.673	background	pNRT2.1:LUC	1mM	plate10
10	20220607_pNRT2.1LUC_1mM_N10_luc.tif:0403-0264	1305	280.968	366663	281	366663	161.873	background	pNRT2.1:LUC	1mM	plate10
11	20220607_pNRT2.1LUC_1mM_N10_luc.tif:0407-0099	1439	280.746	403994	281	403994	178.53	background	pNRT2.1:LUC	1mM	plate10
1	20220607_pNRT2.1LUC_1mM_N11_luc.tif:0134-0062	1162	293.659	341232	287	341232	144.271	seedling81	pNRT2.1:LUC	1mM	plate11
2	20220607_pNRT2.1LUC_1mM_N11_luc.tif:0137-0113	1272	309.101	393176	294	393176	158.357	seedling82	pNRT2.1:LUC	1mM	plate11
3	20220607_pNRT2.1LUC_1mM_N11_luc.tif:0153-0165	1450	328.085	475723	311	475723	180.754	seedling83	pNRT2.1:LUC	1mM	plate11
4	20220607_pNRT2.1LUC_1mM_N11_luc.tif:0148-0213	1430	344.507	492645	319	492645	177.98	seedling84	pNRT2.1:LUC	1mM	plate11
5	20220607_pNRT2.1LUC_1mM_N11_luc.tif:0169-0273	1640	407.686	668605	369	668605	204.969	seedling85	pNRT2.1:LUC	1mM	plate11
6	20220607_pNRT2.1LUC_1mM_N11_luc.tif:0176-0318	1822	438.942	799752	401	799752	227.811	seedling86	pNRT2.1:LUC	1mM	plate11
7	20220607_pNRT2.1LUC_1mM_N11_luc.tif:0162-0395	1619	369.678	598509	331	598509	201.319	seedling87	pNRT2.1:LUC	1mM	plate11
8	20220607_pNRT2.1LUC_1mM_N11_luc.tif:0166-0433	1697	380.031	644913	333	644913	210.771	seedling88	pNRT2.1:LUC	1mM	plate11
9	20220607_pNRT2.1LUC_1mM_N11_luc.tif:0405-0441	1507	281.417	424095	281	424095	186.938	background	pNRT2.1:LUC	1mM	plate11
10	20220607_pNRT2.1LUC_1mM_N11_luc.tif:0399-0096	1496	280.839	420135	281	420135	185.719	background	pNRT2.1:LUC	1mM	plate11
11	20220607_pNRT2.1LUC_1mM_N11_luc.tif:0405-0301	1403	281.289	394649	281	394649	173.849	background	pNRT2.1:LUC	1mM	plate11
1	20220607_pNRT2.1LUC_1mM_N12_luc.tif:0177-0076	1611	371.225	598043	344	598043	200.999	seedling89	pNRT2.1:LUC	1mM	plate12
2	20220607_pNRT2.1LUC_1mM_N12_luc.tif:0177-0127	1621	358.766	581559	331	581559	201.951	seedling90	pNRT2.1:LUC	1mM	plate12
3	20220607_pNRT2.1LUC_1mM_N12_luc.tif:0169-0180	1475	332.836	490933	314	490933	184.114	seedling91	pNRT2.1:LUC	1mM	plate12
4	20220607_pNRT2.1LUC_1mM_N12_luc.tif:0172-0235	1589	374.486	595058	352	595058	197.578	seedling92	pNRT2.1:LUC	1mM	plate12
5	20220607_pNRT2.1LUC_1mM_N12_luc.tif:0175-0294	1639	394.452	646507	361	646507	204.445	seedling93	pNRT2.1:LUC	1mM	plate12
6	20220607_pNRT2.1LUC_1mM_N12_luc.tif:0183-0349	1657	398.578	660444	360	660444	206.146	seedling94	pNRT2.1:LUC	1mM	plate12
7	20220607_pNRT2.1LUC_1mM_N12_luc.tif:0146-0400	1163	307.342	357439	296	357439	144.038	seedling95	pNRT2.1:LUC	1mM	plate12
8	20220607_pNRT2.1LUC_1mM_N12_luc.tif:0186-0454	1631	362.066	590530	322	590530	202.7	seedling96	pNRT2.1:LUC	1mM	plate12
9	20220607_pNRT2.1LUC_1mM_N12_luc.tif:0388-0407	1236	281.04	347366	281	347366	153.398	background	pNRT2.1:LUC	1mM	plate12
10	20220607_pNRT2.1LUC_1mM_N12_luc.tif:0407-0236	1414	280.856	397130	281	397130	175.919	background	pNRT2.1:LUC	1mM	plate12
11	20220607_pNRT2.1LUC_1mM_N12_luc.tif:0394-0053	1265	279.659	353769	280	353769	157.215	background	pNRT2.1:LUC	1mM	plate12
1	20220607_pNRT2.1LUC_10mM_N13_luc.tif:0182-0059	1377	297.702	409936	289	409936	171.261	seedling97	pNRT2.1:LUC	10mM	plate13
