number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
1	20220509_pNRT2.1LUC_1mM_N9_luc.tif:0168-0049	1582	316.808	501191	301	501191	196.943	seedling65	pNRT2.1:LUC	1mM	plate9
2	20220509_pNRT2.1LUC_1mM_N9_luc.tif:0190-0100	1942	386.866	751294	352	751294	241.201	seedling66	pNRT2.1:LUC	1mM	plate9
3	20220509_pNRT2.1LUC_1mM_N9_luc.tif:0197-0160	2203	435.776	960014	391	960014	275.477	seedling67	pNRT2.1:LUC	1mM	plate9
4	20220509_pNRT2.1LUC_1mM_N9_luc.tif:0190-0217	2075	387.721	804522	356	804522	258.464	seedling68	pNRT2.1:LUC	1mM	plate9
5	20220509_pNRT2.1LUC_1mM_N9_luc.tif:0199-0292	2129	448.152	954116	406	954116	264.72	seedling69	pNRT2.1:LUC	1mM	plate9
6	20220509_pNRT2.1LUC_1mM_N9_luc.tif:0171-0334	1887	400.998	756684	355	756684	235.123	seedling70	pNRT2.1:LUC	1mM	plate9
7	20220509_pNRT2.1LUC_1mM_N9_luc.tif:0189-0397	2071	431.802	894261	383	894261	258.092	seedling71	pNRT2.1:LUC	1mM	plate9
8	20220509_pNRT2.1LUC_1mM_N9_luc.tif:0187-0435	2014	389.634	784722	342	784722	250.88	seedling72	pNRT2.1:LUC	1mM	plate9
9	20220509_pNRT2.1LUC_1mM_N9_luc.tif:0391-0455	1675	275.254	461050	275	461050	208.178	background	pNRT2.1:LUC	1mM	plate9
10	20220509_pNRT2.1LUC_1mM_N9_luc.tif:0394-0273	1573	275.768	433783	276	433783	195.41	background	pNRT2.1:LUC	1mM	plate9
11	20220509_pNRT2.1LUC_1mM_N9_luc.tif:0406-0057	1574	273.762	430901	274	430901	195.995	background	pNRT2.1:LUC	1mM	plate9
1	20220509_pNRT2.1LUC_1mM_N10_luc.tif:0163-0043	1765	335.309	591821	316	591821	220.163	seedling73	pNRT2.1:LUC	1mM	plate10
2	20220509_pNRT2.1LUC_1mM_N10_luc.tif:0183-0107	1986	380.174	755026	349	755026	248.165	seedling74	pNRT2.1:LUC	1mM	plate10
3	20220509_pNRT2.1LUC_1mM_N10_luc.tif:0180-0167	2007	416.006	834924	366	834924	250.984	seedling75	pNRT2.1:LUC	1mM	plate10
4	20220509_pNRT2.1LUC_1mM_N10_luc.tif:0174-0214	1940	403.014	781848	369	781848	241.658	seedling76	pNRT2.1:LUC	1mM	plate10
5	20220509_pNRT2.1LUC_1mM_N10_luc.tif:0178-0270	1852	525.562	973340	457	973340	230.805	seedling77	pNRT2.1:LUC	1mM	plate10
6	20220509_pNRT2.1LUC_1mM_N10_luc.tif:0175-0337	2026	442.807	897127	392	897127	252.335	seedling78	pNRT2.1:LUC	1mM	plate10
7	20220509_pNRT2.1LUC_1mM_N10_luc.tif:0188-0378	1949	402.295	784073	365	784073	242.789	seedling79	pNRT2.1:LUC	1mM	plate10
8	20220509_pNRT2.1LUC_1mM_N10_luc.tif:0192-0425	1858	390.398	725359	345	725359	231.862	seedling80	pNRT2.1:LUC	1mM	plate10
9	20220509_pNRT2.1LUC_1mM_N10_luc.tif:0401-0306	1661	275.733	457993	276	457993	206.74	background	pNRT2.1:LUC	1mM	plate10
10	20220509_pNRT2.1LUC_1mM_N10_luc.tif:0403-0107	1661	274.738	456340	275	456340	206.563	background	pNRT2.1:LUC	1mM	plate10
11	20220509_pNRT2.1LUC_1mM_N10_luc.tif:0405-0232	1543	275.653	425332	276	425332	192.161	background	pNRT2.1:LUC	1mM	plate10
1	20220509_pNRT2.1LUC_1mM_N11_luc.tif:0160-0051	1486	312.141	463842	298	463842	185.017	seedling81	pNRT2.1:LUC	1mM	plate11
2	20220509_pNRT2.1LUC_1mM_N11_luc.tif:0178-0115	1871	343.205	642136	315	642136	233.602	seedling82	pNRT2.1:LUC	1mM	plate11
3	20220509_pNRT2.1LUC_1mM_N11_luc.tif:0175-0154	1813	353.603	641082	328	641082	225.96	seedling83	pNRT2.1:LUC	1mM	plate11
4	20220509_pNRT2.1LUC_1mM_N11_luc.tif:0181-0205	1841	371.277	683521	341	683521	228.691	seedling84	pNRT2.1:LUC	1mM	plate11
5	20220509_pNRT2.1LUC_1mM_N11_luc.tif:0171-0274	1713	370.362	634430	338	634430	212.327	seedling85	pNRT2.1:LUC	1mM	plate11
6	20220509_pNRT2.1LUC_1mM_N11_luc.tif:0155-0333	1409	486.932	686087	403	686087	174.908	seedling86	pNRT2.1:LUC	1mM	plate11
7	20220509_pNRT2.1LUC_1mM_N11_luc.tif:0184-0377	1875	390.385	731972	356	731972	233.634	seedling87	pNRT2.1:LUC	1mM	plate11
8	20220509_pNRT2.1LUC_1mM_N11_luc.tif:0191-0431	1949	401.973	783445	346	783445	242.695	seedling88	pNRT2.1:LUC	1mM	plate11
9	20220509_pNRT2.1LUC_1mM_N11_luc.tif:0420-0387	1207	274.162	330914	274	330914	150.003	background	pNRT2.1:LUC	1mM	plate11
10	20220509_pNRT2.1LUC_1mM_N11_luc.tif:0410-0281	1522	274.26	417424	274	417424	188.865	background	pNRT2.1:LUC	1mM	plate11
11	20220509_pNRT2.1LUC_1mM_N11_luc.tif:0394-0197	1718	274.204	471083	274	471083	213.575	background	pNRT2.1:LUC	1mM	plate11
1	20220509_pNRT2.1LUC_1mM_N12_luc.tif:0175-0054	1702	312.805	532394	297	532394	211.439	seedling89	pNRT2.1:LUC	1mM	plate12
2	20220509_pNRT2.1LUC_1mM_N12_luc.tif:0157-0103	1468	302.02	443365	289	443365	182.386	seedling90	pNRT2.1:LUC	1mM	plate12
3	20220509_pNRT2.1LUC_1mM_N12_luc.tif:0153-0160	1500	313.177	469766	296	469766	186.369	seedling91	pNRT2.1:LUC	1mM	plate12
4	20220509_pNRT2.1LUC_1mM_N12_luc.tif:0168-0206	1625	376.329	611535	347	611535	203.103	seedling92	pNRT2.1:LUC	1mM	plate12
5	20220509_pNRT2.1LUC_1mM_N12_luc.tif:0157-0273	1650	347.044	572623	325	572623	205.091	seedling93	pNRT2.1:LUC	1mM	plate12
6	20220509_pNRT2.1LUC_1mM_N12_luc.tif:0175-0322	1930	373.912	721651	346	721651	241.351	seedling94	pNRT2.1:LUC	1mM	plate12
7	20220509_pNRT2.1LUC_1mM_N12_luc.tif:0190-0371	2050	394.171	808051	345	808051	255.878	seedling95	pNRT2.1:LUC	1mM	plate12
8	20220509_pNRT2.1LUC_1mM_N12_luc.tif:0182-0420	1855	354.507	657610	321	657610	231.555	seedling96	pNRT2.1:LUC	1mM	plate12
9	20220509_pNRT2.1LUC_1mM_N12_luc.tif:0397-0435	1662	273.803	455060	274	455060	207.04	background	pNRT2.1:LUC	1mM	plate12
10	20220509_pNRT2.1LUC_1mM_N12_luc.tif:0408-0276	1512	273.65	413759	274	413759	187.76	background	pNRT2.1:LUC	1mM	plate12
