number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
2	20230413_pNRT21_rep4_1mM_N5_luc.tif:0146-0109	996	328.12	326808	304	326808	124.367	seedling34	pNRT2.1:LUC	1mM	plate5
3	20230413_pNRT21_rep4_1mM_N5_luc.tif:0149-0151	1037	333.538	345879	309	345879	128.024	seedling35	pNRT2.1:LUC	1mM	plate5
5	20230413_pNRT21_rep4_1mM_N5_luc.tif:0141-0258	1031	337.265	347720	316	347720	127.869	seedling37	pNRT2.1:LUC	1mM	plate5
6	20230413_pNRT21_rep4_1mM_N5_luc.tif:0140-0314	897	311.154	279105	299	279105	111.682	seedling38	pNRT2.1:LUC	1mM	plate5
7	20230413_pNRT21_rep4_1mM_N5_luc.tif:0143-0362	1038	334.688	347406	306	347406	128.601	seedling39	pNRT2.1:LUC	1mM	plate5
8	20230413_pNRT21_rep4_1mM_N5_luc.tif:0143-0419	1096	315.647	345949	295	345949	135.527	seedling40	pNRT2.1:LUC	1mM	plate5
9	20230413_pNRT21_rep4_1mM_N5_luc.tif:0378-0402	1275	284.842	363174	285	363174	158.91	background	pNRT2.1:LUC	1mM	plate5
10	20230413_pNRT21_rep4_1mM_N5_luc.tif:0404-0298	1124	284.443	319714	284	319714	140.288	background	pNRT2.1:LUC	1mM	plate5
11	20230413_pNRT21_rep4_1mM_N5_luc.tif:0382-0202	1225	284.603	348639	285	348639	151.923	background	pNRT2.1:LUC	1mM	plate5
4	20230413_pNRT21_rep4_1mM_N6_luc.tif:0176-0227	1085	330.437	358524	310	358524	134.865	seedling44	pNRT2.1:LUC	1mM	plate6
5	20230413_pNRT21_rep4_1mM_N6_luc.tif:0181-0267	1232	310.261	382242	297	382242	153.252	seedling45	pNRT2.1:LUC	1mM	plate6
6	20230413_pNRT21_rep4_1mM_N6_luc.tif:0189-0331	1293	311.23	402421	297	402421	160.361	seedling46	pNRT2.1:LUC	1mM	plate6
7	20230413_pNRT21_rep4_1mM_N6_luc.tif:0180-0381	1300	313.1	407030	299	407030	162.527	seedling47	pNRT2.1:LUC	1mM	plate6
8	20230413_pNRT21_rep4_1mM_N6_luc.tif:0213-0422	1791	372.585	667299	331	667299	223.805	seedling48	pNRT2.1:LUC	1mM	plate6
9	20230413_pNRT21_rep4_1mM_N6_luc.tif:0376-0451	1539	284.682	438125	285	438125	191.48	background	pNRT2.1:LUC	1mM	plate6
10	20230413_pNRT21_rep4_1mM_N6_luc.tif:0371-0354	1243	284.509	353645	284	353645	154.688	background	pNRT2.1:LUC	1mM	plate6
11	20230413_pNRT21_rep4_1mM_N6_luc.tif:0389-0264	1279	284.304	363625	284	363625	158.646	background	pNRT2.1:LUC	1mM	plate6
1	20230413_pNRT21_rep4_1mM_N7_luc.tif:0189-0073	1665	338.753	564024	305	564024	206.84	seedling49	pNRT2.1:LUC	1mM	plate7
