number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
1	20230720_luc__rep3_1mM_N5_luc.tif:0178-0065	1715	384.387	659223	336	659223	213.753	seedling33	pNRT2.1:LUC	1mM	plate5
2	20230720_luc__rep3_1mM_N5_luc.tif:0163-0120	1386	326.509	452542	305	452542	172.901	seedling34	pNRT2.1:LUC	1mM	plate5
3	20230720_luc__rep3_1mM_N5_luc.tif:0157-0170	1468	364.762	535470	329	535470	182.381	seedling35	pNRT2.1:LUC	1mM	plate5
4	20230720_luc__rep3_1mM_N5_luc.tif:0170-0213	1728	402.534	695579	364	695579	215.252	seedling36	pNRT2.1:LUC	1mM	plate5
5	20230720_luc__rep3_1mM_N5_luc.tif:0180-0256	1840	410.882	756023	370	756023	229.584	seedling37	pNRT2.1:LUC	1mM	plate5
6	20230720_luc__rep3_1mM_N5_luc.tif:0180-0320	1850	393.561	728088	348	728088	230.581	seedling38	pNRT2.1:LUC	1mM	plate5
7	20230720_luc__rep3_1mM_N5_luc.tif:0185-0385	1831	441.912	809140	384	809140	227.804	seedling39	pNRT2.1:LUC	1mM	plate5
8	20230720_luc__rep3_1mM_N5_luc.tif:0186-0419	1886	373.357	704151	333	704151	235.126	seedling40	pNRT2.1:LUC	1mM	plate5
9	20230720_luc__rep3_1mM_N5_luc.tif:0386-0444	1625	285.589	464082	286	464082	202.664	background	pNRT2.1:LUC	1mM	plate5
10	20230720_luc__rep3_1mM_N5_luc.tif:0370-0353	1860	285.996	531953	286	531953	232.018	background	pNRT2.1:LUC	1mM	plate5
11	20230720_luc__rep3_1mM_N5_luc.tif:0360-0300	1857	286.014	531128	286	531128	231.159	background	pNRT2.1:LUC	1mM	plate5
1	20230720_luc__rep3_1mM_N6_luc.tif:0149-0071	1239	351.25	435199	316	435199	153.711	seedling41	pNRT2.1:LUC	1mM	plate6
2	20230720_luc__rep3_1mM_N6_luc.tif:0152-0121	1318	330.555	435671	304	435671	163.121	seedling42	pNRT2.1:LUC	1mM	plate6
3	20230720_luc__rep3_1mM_N6_luc.tif:0163-0180	1635	394.007	644201	355	644201	204.63	seedling43	pNRT2.1:LUC	1mM	plate6
4	20230720_luc__rep3_1mM_N6_luc.tif:0170-0216	1675	398.033	666706	361	666706	208.833	seedling44	pNRT2.1:LUC	1mM	plate6
5	20230720_luc__rep3_1mM_N6_luc.tif:0173-0263	1773	401.48	711824	366	711824	221.642	seedling45	pNRT2.1:LUC	1mM	plate6
6	20230720_luc__rep3_1mM_N6_luc.tif:0181-0321	1787	414.578	740851	368	740851	223.13	seedling46	pNRT2.1:LUC	1mM	plate6
7	20230720_luc__rep3_1mM_N6_luc.tif:0175-0363	1772	399.349	707647	353	707647	220.819	seedling47	pNRT2.1:LUC	1mM	plate6
8	20230720_luc__rep3_1mM_N6_luc.tif:0181-0412	1762	405.88	715161	356	715161	219.174	seedling48	pNRT2.1:LUC	1mM	plate6
9	20230720_luc__rep3_1mM_N6_luc.tif:0384-0435	1616	285.182	460854	285	460854	200.616	background	pNRT2.1:LUC	1mM	plate6
10	20230720_luc__rep3_1mM_N6_luc.tif:0393-0285	1638	285.278	467285	285	467285	204.237	background	pNRT2.1:LUC	1mM	plate6
11	20230720_luc__rep3_1mM_N6_luc.tif:0377-0163	1682	284.996	479364	285	479364	209.683	background	pNRT2.1:LUC	1mM	plate6
1	20230720_luc__rep3_1mM_N7_luc.tif:0172-0064	1558	359.196	559628	324	559628	193.938	seedling49	pNRT2.1:LUC	1mM	plate7
2	20230720_luc__rep3_1mM_N7_luc.tif:0192-0114	1793	388.07	695810	347	695810	222.821	seedling50	pNRT2.1:LUC	1mM	plate7
3	20230720_luc__rep3_1mM_N7_luc.tif:0175-0174	1724	377.016	649975	342	649975	214.966	seedling51	pNRT2.1:LUC	1mM	plate7
4	20230720_luc__rep3_1mM_N7_luc.tif:0175-0210	1654	388.56	642679	349	642679	205.706	seedling52	pNRT2.1:LUC	1mM	plate7
5	20230720_luc__rep3_1mM_N7_luc.tif:0174-0262	1688	397.81	671504	361	671504	210.622	seedling53	pNRT2.1:LUC	1mM	plate7
6	20230720_luc__rep3_1mM_N7_luc.tif:0166-0306	1733	437.46	758119	390	758119	215.735	seedling54	pNRT2.1:LUC	1mM	plate7
7	20230720_luc__rep3_1mM_N7_luc.tif:0178-0372	1678	397.6	667172	359	667172	209.098	seedling55	pNRT2.1:LUC	1mM	plate7
8	20230720_luc__rep3_1mM_N7_luc.tif:0182-0416	1771	384.731	681358	343	681358	220.043	seedling56	pNRT2.1:LUC	1mM	plate7
9	20230720_luc__rep3_1mM_N7_luc.tif:0389-0364	1580	285.154	450544	285	450544	196.203	background	pNRT2.1:LUC	1mM	plate7
10	20230720_luc__rep3_1mM_N7_luc.tif:0389-0231	1655	285.437	472398	285	472398	205.592	background	pNRT2.1:LUC	1mM	plate7
11	20230720_luc__rep3_1mM_N7_luc.tif:0385-0166	1398	285.273	398811	285	398811	173.517	background	pNRT2.1:LUC	1mM	plate7
1	20230720_luc__rep3_1mM_N8_luc.tif:0161-0066	1491	359.056	535353	316	535353	185.814	seedling57	pNRT2.1:LUC	1mM	plate8
1	20230720_luc__rep3_1mM_N8_luc.tif:0129-0115	1100	307.82	338602	294	338602	136.449	seedling58	pNRT2.1:LUC	1mM	plate9
2	20230720_luc__rep3_1mM_N8_luc.tif:0163-0169	1596	348.46	556142	319	556142	198.167	seedling59	pNRT2.1:LUC	1mM	plate8
3	20230720_luc__rep3_1mM_N8_luc.tif:0148-0218	1407	361.974	509298	330	509298	174.639	seedling60	pNRT2.1:LUC	1mM	plate8
4	20230720_luc__rep3_1mM_N8_luc.tif:0172-0264	1753	448.149	785605	392	785605	218.64	seedling61	pNRT2.1:LUC	1mM	plate8
