number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
1	20230921_luc_rep5_1mM_N5_luc.tif:0095-0077	886	350.659	310684	293	310684	110.531	seedling33	pNRT2.1:LUC	1mM	plate5
2	20230921_luc_rep5_1mM_N5_luc.tif:0117-0118	1273	351.749	447777	316	447777	158.226	seedling34	pNRT2.1:LUC	1mM	plate5
3	20230921_luc_rep5_1mM_N5_luc.tif:0121-0168	1338	348.117	465780	312	465780	165.984	seedling35	pNRT2.1:LUC	1mM	plate5
4	20230921_luc_rep5_1mM_N5_luc.tif:0143-0210	1623	385.059	624951	343	624951	201.605	seedling36	pNRT2.1:LUC	1mM	plate5
5	20230921_luc_rep5_1mM_N5_luc.tif:0151-0277	1709	400.972	685262	357	685262	213.002	seedling37	pNRT2.1:LUC	1mM	plate5
6	20230921_luc_rep5_1mM_N5_luc.tif:0133-0326	1310	343.553	450054	315	450054	162.858	seedling38	pNRT2.1:LUC	1mM	plate5
7	20230921_luc_rep5_1mM_N5_luc.tif:0152-0378	1623	366.262	594443	313	594443	201.67	seedling39	pNRT2.1:LUC	1mM	plate5
8	20230921_luc_rep5_1mM_N5_luc.tif:0156-0418	1679	415.763	698066	348	698066	209.499	seedling40	pNRT2.1:LUC	1mM	plate5
9	20230921_luc_rep5_1mM_N5_luc.tif:0382-0379	1607	282.017	453202	282	453202	199.529	background	pNRT2.1:LUC	1mM	plate5
10	20230921_luc_rep5_1mM_N5_luc.tif:0401-0228	1278	281.629	359922	282	359922	158.678	background	pNRT2.1:LUC	1mM	plate5
11	20230921_luc_rep5_1mM_N5_luc.tif:0413-0143	1544	281.722	434978	282	434978	191.941	background	pNRT2.1:LUC	1mM	plate5
1	20230921_luc_rep5_1mM_N6_luc.tif:0144-0066	1452	341.278	495536	304	495536	180.122	seedling41	pNRT2.1:LUC	1mM	plate6
2	20230921_luc_rep5_1mM_N6_luc.tif:0137-0116	1379	348.804	481001	316	481001	171.27	seedling42	pNRT2.1:LUC	1mM	plate6
3	20230921_luc_rep5_1mM_N6_luc.tif:0127-0168	1202	362.205	435370	318	435370	149.446	seedling43	pNRT2.1:LUC	1mM	plate6
4	20230921_luc_rep5_1mM_N6_luc.tif:0144-0218	1499	416.075	623697	371	623697	186.702	seedling44	pNRT2.1:LUC	1mM	plate6
5	20230921_luc_rep5_1mM_N6_luc.tif:0136-0281	1429	354.647	506791	323	506791	177.501	seedling45	pNRT2.1:LUC	1mM	plate6
6	20230921_luc_rep5_1mM_N6_luc.tif:0127-0328	1319	330.952	436526	307	436526	163.973	seedling46	pNRT2.1:LUC	1mM	plate6
7	20230921_luc_rep5_1mM_N6_luc.tif:0150-0371	1648	390.413	643400	347	643400	205.463	seedling47	pNRT2.1:LUC	1mM	plate6
8	20230921_luc_rep5_1mM_N6_luc.tif:0141-0432	1427	341.212	486910	310	486910	177.541	seedling48	pNRT2.1:LUC	1mM	plate6
9	20230921_luc_rep5_1mM_N6_luc.tif:0379-0426	1491	282.023	420496	282	420496	185.405	background	pNRT2.1:LUC	1mM	plate6
10	20230921_luc_rep5_1mM_N6_luc.tif:0396-0246	1319	281.828	371731	282	371731	163.96	background	pNRT2.1:LUC	1mM	plate6
11	20230921_luc_rep5_1mM_N6_luc.tif:0376-0112	1411	281.635	397387	282	397387	175.556	background	pNRT2.1:LUC	1mM	plate6
1	20230921_luc_rep5_1mM_N7_luc.tif:0146-0077	1325	350.676	464646	315	464646	164.442	seedling49	pNRT2.1:LUC	1mM	plate7
2	20230921_luc_rep5_1mM_N7_luc.tif:0144-0122	1315	360.086	473513	323	473513	164.027	seedling50	pNRT2.1:LUC	1mM	plate7
3	20230921_luc_rep5_1mM_N7_luc.tif:0134-0154	1428	405.702	579342	299	579342	180.366	seedling51	pNRT2.1:LUC	1mM	plate7
4	20230921_luc_rep5_1mM_N7_luc.tif:0145-0230	1493	380.146	567558	341	567558	185.359	seedling52	pNRT2.1:LUC	1mM	plate7
5	20230921_luc_rep5_1mM_N7_luc.tif:0155-0267	1654	403.974	668173	359	668173	207.022	seedling53	pNRT2.1:LUC	1mM	plate7
6	20230921_luc_rep5_1mM_N7_luc.tif:0155-0329	1615	381.592	616271	340	616271	200.948	seedling54	pNRT2.1:LUC	1mM	plate7
7	20230921_luc_rep5_1mM_N7_luc.tif:0157-0371	1610	408.625	657887	361	657887	200.57	seedling55	pNRT2.1:LUC	1mM	plate7
8	20230921_luc_rep5_1mM_N7_luc.tif:0165-0425	1663	389.421	647607	337	647607	206.89	seedling56	pNRT2.1:LUC	1mM	plate7
9	20230921_luc_rep5_1mM_N7_luc.tif:0398-0390	1432	282.026	403861	282	403861	177.826	background	pNRT2.1:LUC	1mM	plate7
10	20230921_luc_rep5_1mM_N7_luc.tif:0391-0283	1741	282.011	490982	282	490982	216.526	background	pNRT2.1:LUC	1mM	plate7
11	20230921_luc_rep5_1mM_N7_luc.tif:0382-0184	1532	281.837	431775	282	431775	190.638	background	pNRT2.1:LUC	1mM	plate7
1	20230921_luc_rep5_1mM_N8_luc.tif:0136-0068	1202	297.374	357444	286	357444	149.73	seedling57	pNRT2.1:LUC	1mM	plate8
2	20230921_luc_rep5_1mM_N8_luc.tif:0136-0112	1326	316.646	419873	297	419873	164.715	seedling58	pNRT2.1:LUC	1mM	plate8
3	20230921_luc_rep5_1mM_N8_luc.tif:0137-0159	1402	355.77	498790	321	498790	174.175	seedling59	pNRT2.1:LUC	1mM	plate8
4	20230921_luc_rep5_1mM_N8_luc.tif:0157-0226	1711	391.992	670699	350	670699	212.784	seedling60	pNRT2.1:LUC	1mM	plate8
5	20230921_luc_rep5_1mM_N8_luc.tif:0142-0276	1715	387.801	665078	350	665078	212.568	seedling61	pNRT2.1:LUC	1mM	plate8
6	20230921_luc_rep5_1mM_N8_luc.tif:0138-0318	1455	354.805	516242	322	516242	181.057	seedling62	pNRT2.1:LUC	1mM	plate8
7	20230921_luc_rep5_1mM_N8_luc.tif:0143-0385	1669	374.78	625507	338	625507	207.451	seedling63	pNRT2.1:LUC	1mM	plate8
8	20230921_luc_rep5_1mM_N8_luc.tif:0151-0417	1584	376.81	596867	334	596867	197.433	seedling64	pNRT2.1:LUC	1mM	plate8
9	20230921_luc_rep5_1mM_N8_luc.tif:0386-0209	1544	278.871	430577	279	430577	192.158	background	pNRT2.1:LUC	1mM	plate8
10	20230921_luc_rep5_1mM_N8_luc.tif:0390-0312	1617	279.085	451280	279	451280	201.257	background	pNRT2.1:LUC	1mM	plate8
11	20230921_luc_rep5_1mM_N8_luc.tif:0387-0413	1605	279.093	447944	279	447944	200.439	background	pNRT2.1:LUC	1mM	plate8
1	20230921_luc_rep5_10mM_N13_luc.tif:0183-0067	1789	381.848	683126	330	683126	222.903	seedling97	pNRT2.1:LUC	10mM	plate13
2	20230921_luc_rep5_10mM_N13_luc.tif:0166-0118	1719	314.35	540368	297	540368	213.701	seedling98	pNRT2.1:LUC	10mM	plate13
3	20230921_luc_rep5_10mM_N13_luc.tif:0170-0158	1749	323.54	565872	300	565872	217.614	seedling99	pNRT2.1:LUC	10mM	plate13
4	20230921_luc_rep5_10mM_N13_luc.tif:0139-0227	1276	333.444	425474	312	425474	158.624	seedling100	pNRT2.1:LUC	10mM	plate13
5	20230921_luc_rep5_10mM_N13_luc.tif:0137-0268	1316	347.688	457557	318	457557	163.588	seedling101	pNRT2.1:LUC	10mM	plate13
6	20230921_luc_rep5_10mM_N13_luc.tif:0139-0326	1260	342.142	431099	311	431099	156.31	seedling102	pNRT2.1:LUC	10mM	plate13
