number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
1	20230726_AV_30_starvation_T2_1mM_0mM_N1_luc.tif:0138-0076	1181	307.202	362805	300	362805	146.047	seedling1	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T2
2	20230726_AV_30_starvation_T2_1mM_0mM_N1_luc.tif:0157-0119	1542	306.389	472452	300	472452	192.693	seedling2	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T2
3	20230726_AV_30_starvation_T2_1mM_0mM_N1_luc.tif:0153-0173	1549	304.152	471131	298	471131	193.548	seedling3	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T2
4	20230726_AV_30_starvation_T2_1mM_0mM_N1_luc.tif:0151-0224	1484	303.681	450663	298	450663	184.822	seedling4	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T2
5	20230726_AV_30_starvation_T2_1mM_0mM_N1_luc.tif:0166-0270	1703	308.652	525635	301	525635	212.5	seedling5	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T2
6	20230726_AV_30_starvation_T2_1mM_0mM_N1_luc.tif:0158-0328	1596	308.316	492072	302	492072	198.391	seedling6	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T2
7	20230726_AV_30_starvation_T2_1mM_0mM_N1_luc.tif:0153-0380	1412	304.68	430208	299	430208	175.04	seedling7	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T2
8	20230726_AV_30_starvation_T2_1mM_0mM_N1_luc.tif:0144-0435	1267	305.654	387263	298	387263	157.203	seedling8	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T2
9	20230726_AV_30_starvation_T2_1mM_0mM_N1_luc.tif:0387-0470	1380	290.099	400336	290	400336	171.354	background	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T2
10	20230726_AV_30_starvation_T2_1mM_0mM_N1_luc.tif:0391-0308	1193	289.751	345673	290	345673	148.012	background	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T2
11	20230726_AV_30_starvation_T2_1mM_0mM_N1_luc.tif:0395-0248	1337	290.248	388062	290	388062	165.089	background	pNRT2.1:LUC	1mM->0mM->1mM	plate1	T2
