number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
1	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N5_luc.tif:0216-0076	2661	308.358	820540	295	820540	331.874	seedling33	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T9
2	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N5_luc.tif:0272-0116	3856	348.015	1341946	313	1341946	482.517	seedling34	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T9
3	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N5_luc.tif:0262-0168	3571	374.989	1339084	343	1339084	445.472	seedling35	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T9
4	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N5_luc.tif:0181-0233	2139	324.173	693405	309	693405	266.925	seedling36	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T9
5	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N5_luc.tif:0205-0281	2467	352.983	870810	326	870810	309.095	seedling37	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T9
6	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N5_luc.tif:0272-0334	3503	392.771	1375878	354	1375878	437.116	seedling38	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T9
7	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N5_luc.tif:0277-0375	3602	373.332	1344741	338	1344741	450.346	seedling39	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T9
8	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N5_luc.tif:0274-0423	3468	375.286	1301493	340	1301493	432.626	seedling40	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T9
9	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N5_luc.tif:0338-0257	2239	286.057	640481	286	640481	278.777	background	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T9
10	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N5_luc.tif:0345-0052	2134	282.091	601983	282	601983	266.293	background	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T9
11	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N5_luc.tif:0345-0220	2304	285.631	658093	285	658093	286.783	background	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T9
1	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N6_luc.tif:0266-0062	3609	338.932	1223206	305	1223206	453.736	seedling41	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T9
2	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N6_luc.tif:0259-0125	3272	340.692	1114744	314	1114744	418.271	seedling42	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T9
3	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N6_luc.tif:0254-0171	3633	377.745	1372349	326	1372349	453.781	seedling43	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T9
4	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N6_luc.tif:0175-0222	2304	335.447	772870	315	772870	287.505	seedling44	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T9
5	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N6_luc.tif:0218-0271	2930	342.157	1002519	316	1002519	365.632	seedling45	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T9
6	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N6_luc.tif:0235-0326	3267	384.423	1255910	342	1255910	409.253	seedling46	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T9
7	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N6_luc.tif:0181-0368	2317	341.118	790371	323	790371	288.951	seedling47	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T9
8	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N6_luc.tif:0261-0411	3539	361.487	1279304	320	1279304	441.485	seedling48	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T9
9	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N6_luc.tif:0316-0457	2237	284.203	635761	284	635761	278.283	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T9
10	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N6_luc.tif:0342-0218	2228	286.111	637456	286	637456	278.192	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T9
11	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N6_luc.tif:0295-0030	2739	282.755	774466	283	774466	341.117	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T9
1	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N7_luc.tif:0214-0080	2538	354.134	898793	325	898793	316.338	seedling49	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T9
2	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N7_luc.tif:0252-0117	3403	343.216	1167964	311	1167964	424.551	seedling50	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T9
3	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N7_luc.tif:0260-0179	3592	393.522	1413530	349	1413530	447.776	seedling51	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T9
4	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N7_luc.tif:0270-0222	3593	397.639	1428718	347	1428718	447.898	seedling52	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T9
5	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N7_luc.tif:0255-0278	3225	346.402	1117147	316	1117147	401.914	seedling53	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T9
6	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N7_luc.tif:0209-0337	2669	334.274	892177	308	892177	333.234	seedling54	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T9
7	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N7_luc.tif:0216-0398	2864	327.946	939238	305	939238	358.034	seedling55	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T9
8	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N7_luc.tif:0252-0423	3416	366.593	1252282	315	1252282	427.819	seedling56	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T9
9	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N7_luc.tif:0347-0321	2205	284.907	628219	285	628219	274.316	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T9
10	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N7_luc.tif:0337-0045	2092	282.147	590251	282	590251	260.222	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T9
11	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N7_luc.tif:0360-0459	2115	284.355	601410	284	601410	262.933	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T9
1	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N8_luc.tif:0263-0060	3216	342.577	1101729	311	1101729	402.415	seedling57	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T9
2	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N8_luc.tif:0271-0108	3530	345.473	1219520	306	1219520	441.804	seedling58	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T9
3	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N8_luc.tif:0258-0166	3663	349.275	1279395	317	1279395	458.332	seedling59	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T9
4	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N8_luc.tif:0256-0221	3613	352.768	1274549	314	1274549	451.153	seedling60	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T9
5	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N8_luc.tif:0214-0274	2973	341.993	1016745	317	1016745	371.327	seedling61	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T9
6	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N8_luc.tif:0222-0329	3213	339.415	1090540	308	1090540	403.215	seedling62	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T9
7	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N8_luc.tif:0250-0382	3558	365.983	1302168	334	1302168	444.439	seedling63	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T9
8	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N8_luc.tif:0249-0421	3561	360.232	1282786	321	1282786	444.139	seedling64	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T9
9	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N8_luc.tif:0312-0462	2337	284.753	665468	285	665468	291.608	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T9
10	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N8_luc.tif:0339-0268	2209	285.622	630939	285	630939	275.534	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T9
11	20230802_AV_30_starvation_T9_1mM_1mM_1mM_N8_luc.tif:0353-0058	2192	283.766	622014	284	622014	272.687	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T9
