number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
1	pNRT21_LUC_1mM_N5_luc.tif:0131-0072	1484	344.892	511820	328	511820	184.853	seedling65	pNRT2.1:LUC	1mM	plate5
2	pNRT21_LUC_1mM_N5_luc.tif:0148-0126	1814	351.888	638324	327	638324	226.071	seedling66	pNRT2.1:LUC	1mM	plate5
3	pNRT21_LUC_1mM_N5_luc.tif:0146-0240	1625	358.85	583131	341	583131	202.205	seedling67	pNRT2.1:LUC	1mM	plate5
4	pNRT21_LUC_1mM_N5_luc.tif:0163-0284	1939	377.061	731122	352	731122	241.92	seedling68	pNRT2.1:LUC	1mM	plate5
5	pNRT21_LUC_1mM_N5_luc.tif:0168-0357	1921	398.223	764987	371	764987	240.066	seedling69	pNRT2.1:LUC	1mM	plate5
6	pNRT21_LUC_1mM_N5_luc.tif:0152-0412	1514	334.201	505980	312	505980	188.305	seedling70	pNRT2.1:LUC	1mM	plate5
7	pNRT21_LUC_1mM_N5_luc.tif:0191-0445	2094	369.541	773819	331	773819	261.317	seedling71	pNRT2.1:LUC	1mM	plate5
8	pNRT21_LUC_1mM_N5_luc.tif:0402-0451	1511	285.06	430725	285	430725	187.484	background	pNRT2.1:LUC	1mM	plate5
9	pNRT21_LUC_1mM_N5_luc.tif:0409-0076	1436	283.708	407405	284	407405	179.444	background	pNRT2.1:LUC	1mM	plate5
10	pNRT21_LUC_1mM_N5_luc.tif:0400-0245	1594	284.864	454074	285	454074	198.215	background	pNRT2.1:LUC	1mM	plate5
1	pNRT21_LUC_1mM_N6_luc.tif:0153-0028	1743	339.714	592122	322	592122	216.513	seedling72	pNRT2.1:LUC	1mM	plate6
2	pNRT21_LUC_1mM_N6_luc.tif:0149-0091	1844	347.664	641092	327	641092	228.996	seedling73	pNRT2.1:LUC	1mM	plate6
3	pNRT21_LUC_1mM_N6_luc.tif:0126-0143	1483	319.808	474276	310	474276	184.604	seedling74	pNRT2.1:LUC	1mM	plate6
4	pNRT21_LUC_1mM_N6_luc.tif:0135-0194	1662	354.354	588937	337	588937	206.395	seedling75	pNRT2.1:LUC	1mM	plate6
5	pNRT21_LUC_1mM_N6_luc.tif:0157-0263	2005	381.953	765815	350	765815	249.687	seedling76	pNRT2.1:LUC	1mM	plate6
6	pNRT21_LUC_1mM_N6_luc.tif:0139-0302	1755	355.171	623325	326	623325	218.174	seedling77	pNRT2.1:LUC	1mM	plate6
7	pNRT21_LUC_1mM_N6_luc.tif:0180-0375	2333	378.739	883599	338	883599	291.267	seedling78	pNRT2.1:LUC	1mM	plate6
8	pNRT21_LUC_1mM_N6_luc.tif:0153-0411	1865	387.187	722104	349	722104	232.599	seedling79	pNRT2.1:LUC	1mM	plate6
9	pNRT21_LUC_1mM_N6_luc.tif:0380-0426	1695	284.476	482186	284	482186	210.93	background	pNRT2.1:LUC	1mM	plate6
10	pNRT21_LUC_1mM_N6_luc.tif:0411-0073	1424	283.085	403113	283	403113	176.537	background	pNRT2.1:LUC	1mM	plate6
11	pNRT21_LUC_1mM_N6_luc.tif:0402-0237	1470	284.231	417820	284	417820	182.027	background	pNRT2.1:LUC	1mM	plate6
